customer_id,customer_name,customer_email,customer_status,total_rentals,total_revenue,active_rental_days,unique_films_rented,film_revenue,store_id,total_rentals_per_store,total_store_revenue,rental_month,monthly_rentals,monthly_revenue
85,"ANNE POWELL",ANNE.POWELL@sakilacustomer.org,Active,3,6.97,3,3,6.97,2,3,6.97,2005-08,3,6.97
86,"JACQUELINE LONG",JACQUELINE.LONG@sakilacustomer.org,Active,3,10.97,2,3,10.97,1,3,10.97,2005-06,3,10.97
86,"JACQUELINE LONG",JACQUELINE.LONG@sakilacustomer.org,Active,7,41.93,7,7,41.93,1,7,41.93,2005-07,7,41.93
86,"JACQUELINE LONG",JACQUELINE.LONG@sakilacustomer.org,Active,7,27.93,6,7,27.93,1,7,27.93,2005-08,7,27.93
86,"JACQUELINE LONG",JACQUELINE.LONG@sakilacustomer.org,Active,1,1.99,1,1,1.99,2,1,1.99,2005-05,1,1.99
86,"JACQUELINE LONG",JACQUELINE.LONG@sakilacustomer.org,Active,4,13.96,3,4,13.96,2,4,13.96,2005-06,4,13.96
86,"JACQUELINE LONG",JACQUELINE.LONG@sakilacustomer.org,Active,5,22.95,4,5,22.95,2,5,22.95,2005-07,5,22.95
86,"JACQUELINE LONG",JACQUELINE.LONG@sakilacustomer.org,Active,6,28.94,5,6,28.94,2,6,28.94,2005-08,6,28.94
87,"WANDA PATTERSON",WANDA.PATTERSON@sakilacustomer.org,Active,2,7.98,2,2,7.98,1,2,7.98,2005-06,2,7.98
87,"WANDA PATTERSON",WANDA.PATTERSON@sakilacustomer.org,Active,4,18.96,3,4,18.96,1,4,18.96,2005-07,4,18.96
87,"WANDA PATTERSON",WANDA.PATTERSON@sakilacustomer.org,Active,6,33.94,4,6,33.94,1,6,33.94,2005-08,6,33.94
87,"WANDA PATTERSON",WANDA.PATTERSON@sakilacustomer.org,Active,2,7.98,2,2,7.98,2,2,7.98,2005-05,2,7.98
87,"WANDA PATTERSON",WANDA.PATTERSON@sakilacustomer.org,Active,3,17.97,3,3,17.97,2,3,17.97,2005-06,3,17.97
87,"WANDA PATTERSON",WANDA.PATTERSON@sakilacustomer.org,Active,7,37.93,7,7,37.93,2,7,37.93,2005-07,7,37.93
87,"WANDA PATTERSON",WANDA.PATTERSON@sakilacustomer.org,Active,5,15.95,4,5,15.95,2,5,15.95,2005-08,5,15.95
87,"WANDA PATTERSON",WANDA.PATTERSON@sakilacustomer.org,Active,1,4.99,1,1,4.99,2,1,4.99,2006-02,1,4.99
88,"BONNIE HUGHES",BONNIE.HUGHES@sakilacustomer.org,Active,1,2.99,1,1,2.99,1,1,2.99,2005-06,1,2.99
88,"BONNIE HUGHES",BONNIE.HUGHES@sakilacustomer.org,Active,5,17.95,4,5,17.95,1,5,17.95,2005-07,5,17.95
88,"BONNIE HUGHES",BONNIE.HUGHES@sakilacustomer.org,Active,2,8.98,2,2,8.98,1,2,8.98,2005-08,2,8.98
88,"BONNIE HUGHES",BONNIE.HUGHES@sakilacustomer.org,Active,1,2.99,1,1,2.99,2,1,2.99,2005-05,1,2.99
88,"BONNIE HUGHES",BONNIE.HUGHES@sakilacustomer.org,Active,2,10.98,2,2,10.98,2,2,10.98,2005-06,2,10.98
88,"BONNIE HUGHES",BONNIE.HUGHES@sakilacustomer.org,Active,6,26.94,4,6,26.94,2,6,26.94,2005-07,6,26.94
88,"BONNIE HUGHES",BONNIE.HUGHES@sakilacustomer.org,Active,4,16.96,4,4,16.96,2,4,16.96,2005-08,4,16.96
89,"JULIA FLORES",JULIA.FLORES@sakilacustomer.org,Active,2,6.98,2,2,6.98,1,2,6.98,2005-05,2,6.98
89,"JULIA FLORES",JULIA.FLORES@sakilacustomer.org,Active,3,13.97,2,3,13.97,1,3,13.97,2005-06,3,13.97
89,"JULIA FLORES",JULIA.FLORES@sakilacustomer.org,Active,4,17.96,3,4,17.96,1,4,17.96,2005-07,4,17.96
89,"JULIA FLORES",JULIA.FLORES@sakilacustomer.org,Active,4,14.96,3,4,14.96,1,4,14.96,2005-08,4,14.96
89,"JULIA FLORES",JULIA.FLORES@sakilacustomer.org,Active,1,2.99,1,1,2.99,2,1,2.99,2005-05,1,2.99
89,"JULIA FLORES",JULIA.FLORES@sakilacustomer.org,Active,2,16.98,1,2,16.98,2,2,16.98,2005-06,2,16.98
89,"JULIA FLORES",JULIA.FLORES@sakilacustomer.org,Active,13,50.87,8,13,50.87,2,13,50.87,2005-07,13,50.87
89,"JULIA FLORES",JULIA.FLORES@sakilacustomer.org,Active,3,9.97,3,3,9.97,2,3,9.97,2005-08,3,9.97
90,"RUBY WASHINGTON",RUBY.WASHINGTON@sakilacustomer.org,Active,1,6.99,1,1,6.99,1,1,6.99,2005-06,1,6.99
90,"RUBY WASHINGTON",RUBY.WASHINGTON@sakilacustomer.org,Active,7,35.93,6,7,35.93,1,7,35.93,2005-07,7,35.93
90,"RUBY WASHINGTON",RUBY.WASHINGTON@sakilacustomer.org,Active,7,27.93,5,7,27.93,1,7,27.93,2005-08,7,27.93
90,"RUBY WASHINGTON",RUBY.WASHINGTON@sakilacustomer.org,Active,2,1.98,2,2,1.98,2,2,1.98,2005-06,2,1.98
90,"RUBY WASHINGTON",RUBY.WASHINGTON@sakilacustomer.org,Active,5,15.95,4,5,15.95,2,5,15.95,2005-07,5,15.95
90,"RUBY WASHINGTON",RUBY.WASHINGTON@sakilacustomer.org,Active,6,21.94,5,6,21.94,2,6,21.94,2005-08,6,21.94
91,"LOIS BUTLER",LOIS.BUTLER@sakilacustomer.org,Active,1,5.99,1,1,5.99,1,1,5.99,2005-05,1,5.99
91,"LOIS BUTLER",LOIS.BUTLER@sakilacustomer.org,Active,1,4.99,1,1,4.99,1,1,4.99,2005-06,1,4.99
91,"LOIS BUTLER",LOIS.BUTLER@sakilacustomer.org,Active,11,29.89,9,11,29.89,1,11,29.89,2005-07,11,29.89
91,"LOIS BUTLER",LOIS.BUTLER@sakilacustomer.org,Active,2,3.98,2,2,3.98,1,2,3.98,2005-08,2,3.98
91,"LOIS BUTLER",LOIS.BUTLER@sakilacustomer.org,Active,3,7.97,3,3,7.97,2,3,7.97,2005-06,3,7.97
91,"LOIS BUTLER",LOIS.BUTLER@sakilacustomer.org,Active,8,29.92,8,8,29.92,2,8,29.92,2005-07,8,29.92
91,"LOIS BUTLER",LOIS.BUTLER@sakilacustomer.org,Active,8,25.92,4,8,25.92,2,8,25.92,2005-08,8,25.92
91,"LOIS BUTLER",LOIS.BUTLER@sakilacustomer.org,Active,1,4.99,1,1,4.99,2,1,4.99,2006-02,1,4.99
92,"TINA SIMMONS",TINA.SIMMONS@sakilacustomer.org,Active,2,10.98,2,2,10.98,1,2,10.98,2005-05,2,10.98
92,"TINA SIMMONS",TINA.SIMMONS@sakilacustomer.org,Active,2,13.98,2,2,13.98,1,2,13.98,2005-06,2,13.98
92,"TINA SIMMONS",TINA.SIMMONS@sakilacustomer.org,Active,5,31.95,5,5,31.95,1,5,31.95,2005-07,5,31.95
92,"TINA SIMMONS",TINA.SIMMONS@sakilacustomer.org,Active,3,8.97,2,3,8.97,1,3,8.97,2005-08,3,8.97
92,"TINA SIMMONS",TINA.SIMMONS@sakilacustomer.org,Active,1,0.99,1,1,0.99,2,1,0.99,2005-06,1,0.99
92,"TINA SIMMONS",TINA.SIMMONS@sakilacustomer.org,Active,10,46.90,7,10,46.90,2,10,46.90,2005-07,10,46.90
92,"TINA SIMMONS",TINA.SIMMONS@sakilacustomer.org,Active,5,19.95,3,5,19.95,2,5,19.95,2005-08,5,19.95
93,"PHYLLIS FOSTER",PHYLLIS.FOSTER@sakilacustomer.org,Active,1,6.99,1,1,6.99,1,1,6.99,2005-05,1,6.99
93,"PHYLLIS FOSTER",PHYLLIS.FOSTER@sakilacustomer.org,Active,1,0.99,1,1,0.99,1,1,0.99,2005-06,1,0.99
93,"PHYLLIS FOSTER",PHYLLIS.FOSTER@sakilacustomer.org,Active,4,13.96,4,4,13.96,1,4,13.96,2005-07,4,13.96
93,"PHYLLIS FOSTER",PHYLLIS.FOSTER@sakilacustomer.org,Active,4,20.96,3,4,20.96,1,4,20.96,2005-08,4,20.96
93,"PHYLLIS FOSTER",PHYLLIS.FOSTER@sakilacustomer.org,Active,2,7.98,2,2,7.98,2,2,7.98,2005-05,2,7.98
93,"PHYLLIS FOSTER",PHYLLIS.FOSTER@sakilacustomer.org,Active,1,4.99,1,1,4.99,2,1,4.99,2005-06,1,4.99
93,"PHYLLIS FOSTER",PHYLLIS.FOSTER@sakilacustomer.org,Active,2,7.98,2,2,7.98,2,2,7.98,2005-07,2,7.98
93,"PHYLLIS FOSTER",PHYLLIS.FOSTER@sakilacustomer.org,Active,8,27.92,4,8,27.92,2,8,27.92,2005-08,8,27.92
94,"NORMA GONZALES",NORMA.GONZALES@sakilacustomer.org,Active,1,4.99,1,1,4.99,1,1,4.99,2005-05,1,4.99
94,"NORMA GONZALES",NORMA.GONZALES@sakilacustomer.org,Active,3,11.97,2,3,11.97,1,3,11.97,2005-06,3,11.97
94,"NORMA GONZALES",NORMA.GONZALES@sakilacustomer.org,Active,2,9.98,2,2,9.98,1,2,9.98,2005-07,2,9.98
94,"NORMA GONZALES",NORMA.GONZALES@sakilacustomer.org,Active,6,17.94,4,6,17.94,1,6,17.94,2005-08,6,17.94
94,"NORMA GONZALES",NORMA.GONZALES@sakilacustomer.org,Active,1,4.99,1,1,4.99,1,1,4.99,2006-02,1,4.99
94,"NORMA GONZALES",NORMA.GONZALES@sakilacustomer.org,Active,1,2.99,1,1,2.99,2,1,2.99,2005-05,1,2.99
94,"NORMA GONZALES",NORMA.GONZALES@sakilacustomer.org,Active,2,7.98,1,2,7.98,2,2,7.98,2005-06,2,7.98
94,"NORMA GONZALES",NORMA.GONZALES@sakilacustomer.org,Active,5,18.95,3,5,18.95,2,5,18.95,2005-07,5,18.95
95,"PAULA BRYANT",PAULA.BRYANT@sakilacustomer.org,Active,2,3.98,2,2,3.98,1,2,3.98,2005-06,2,3.98
95,"PAULA BRYANT",PAULA.BRYANT@sakilacustomer.org,Active,5,20.95,3,5,20.95,1,5,20.95,2005-07,5,20.95
95,"PAULA BRYANT",PAULA.BRYANT@sakilacustomer.org,Active,3,18.97,3,3,18.97,1,3,18.97,2005-08,3,18.97
95,"PAULA BRYANT",PAULA.BRYANT@sakilacustomer.org,Active,1,4.99,1,1,4.99,2,1,4.99,2005-05,1,4.99
95,"PAULA BRYANT",PAULA.BRYANT@sakilacustomer.org,Active,2,4.98,2,2,4.98,2,2,4.98,2005-06,2,4.98
95,"PAULA BRYANT",PAULA.BRYANT@sakilacustomer.org,Active,4,22.96,3,4,22.96,2,4,22.96,2005-07,4,22.96
95,"PAULA BRYANT",PAULA.BRYANT@sakilacustomer.org,Active,1,0.99,1,1,0.99,2,1,0.99,2005-08,1,0.99
96,"DIANA ALEXANDER",DIANA.ALEXANDER@sakilacustomer.org,Active,2,4.98,2,2,4.98,1,2,4.98,2005-06,2,4.98
96,"DIANA ALEXANDER",DIANA.ALEXANDER@sakilacustomer.org,Active,5,21.95,4,5,21.95,1,5,21.95,2005-07,5,21.95
96,"DIANA ALEXANDER",DIANA.ALEXANDER@sakilacustomer.org,Active,1,0.99,1,1,0.99,1,1,0.99,2005-08,1,0.99
96,"DIANA ALEXANDER",DIANA.ALEXANDER@sakilacustomer.org,Active,5,16.95,3,5,16.95,2,5,16.95,2005-06,5,16.95
96,"DIANA ALEXANDER",DIANA.ALEXANDER@sakilacustomer.org,Active,7,27.93,5,7,27.93,2,7,27.93,2005-07,7,27.93
96,"DIANA ALEXANDER",DIANA.ALEXANDER@sakilacustomer.org,Active,7,32.93,5,7,32.93,2,7,32.93,2005-08,7,32.93
97,"ANNIE RUSSELL",ANNIE.RUSSELL@sakilacustomer.org,Active,2,7.98,2,2,7.98,1,2,7.98,2005-06,2,7.98
97,"ANNIE RUSSELL",ANNIE.RUSSELL@sakilacustomer.org,Active,6,22.94,6,6,22.94,1,6,22.94,2005-07,6,22.94
97,"ANNIE RUSSELL",ANNIE.RUSSELL@sakilacustomer.org,Active,1,4.99,1,1,4.99,1,1,4.99,2005-08,1,4.99
97,"ANNIE RUSSELL",ANNIE.RUSSELL@sakilacustomer.org,Active,1,0.99,1,1,0.99,2,1,0.99,2005-06,1,0.99
97,"ANNIE RUSSELL",ANNIE.RUSSELL@sakilacustomer.org,Active,6,17.94,4,6,17.94,2,6,17.94,2005-07,6,17.94
97,"ANNIE RUSSELL",ANNIE.RUSSELL@sakilacustomer.org,Active,2,3.98,2,2,3.98,2,2,3.98,2005-08,2,3.98
98,"LILLIAN GRIFFIN",LILLIAN.GRIFFIN@sakilacustomer.org,Active,1,3.99,1,1,3.99,1,1,3.99,2005-05,1,3.99
98,"LILLIAN GRIFFIN",LILLIAN.GRIFFIN@sakilacustomer.org,Active,3,15.97,3,3,15.97,1,3,15.97,2005-06,3,15.97
98,"LILLIAN GRIFFIN",LILLIAN.GRIFFIN@sakilacustomer.org,Active,2,10.98,1,2,10.98,1,2,10.98,2005-07,2,10.98
98,"LILLIAN GRIFFIN",LILLIAN.GRIFFIN@sakilacustomer.org,Active,3,5.97,2,3,5.97,1,3,5.97,2005-08,3,5.97
98,"LILLIAN GRIFFIN",LILLIAN.GRIFFIN@sakilacustomer.org,Active,3,9.97,3,3,9.97,2,3,9.97,2005-06,3,9.97
98,"LILLIAN GRIFFIN",LILLIAN.GRIFFIN@sakilacustomer.org,Active,7,29.93,6,7,29.93,2,7,29.93,2005-07,7,29.93
98,"LILLIAN GRIFFIN",LILLIAN.GRIFFIN@sakilacustomer.org,Active,6,29.94,5,6,29.94,2,6,29.94,2005-08,6,29.94
99,"EMILY DIAZ",EMILY.DIAZ@sakilacustomer.org,Active,1,0.99,1,1,0.99,1,1,0.99,2005-05,1,0.99
99,"EMILY DIAZ",EMILY.DIAZ@sakilacustomer.org,Active,6,20.94,5,6,20.94,1,6,20.94,2005-07,6,20.94
99,"EMILY DIAZ",EMILY.DIAZ@sakilacustomer.org,Active,4,23.96,3,4,23.96,1,4,23.96,2005-08,4,23.96
99,"EMILY DIAZ",EMILY.DIAZ@sakilacustomer.org,Active,1,0.99,1,1,0.99,1,1,0.99,2006-02,1,0.99
99,"EMILY DIAZ",EMILY.DIAZ@sakilacustomer.org,Active,2,7.98,2,2,7.98,2,2,7.98,2005-06,2,7.98
99,"EMILY DIAZ",EMILY.DIAZ@sakilacustomer.org,Active,9,35.91,7,9,35.91,2,9,35.91,2005-07,9,35.91
99,"EMILY DIAZ",EMILY.DIAZ@sakilacustomer.org,Active,1,0.99,1,1,0.99,2,1,0.99,2005-08,1,0.99
100,"ROBIN HAYES",ROBIN.HAYES@sakilacustomer.org,Active,6,29.94,4,6,29.94,1,6,29.94,2005-07,6,29.94
100,"ROBIN HAYES",ROBIN.HAYES@sakilacustomer.org,Active,2,4.98,2,2,4.98,1,2,4.98,2005-08,2,4.98
100,"ROBIN HAYES",ROBIN.HAYES@sakilacustomer.org,Active,1,0.99,1,1,0.99,2,1,0.99,2005-05,1,0.99
100,"ROBIN HAYES",ROBIN.HAYES@sakilacustomer.org,Active,4,18.96,2,4,18.96,2,4,18.96,2005-06,4,18.96
100,"ROBIN HAYES",ROBIN.HAYES@sakilacustomer.org,Active,7,39.93,5,7,39.93,2,7,39.93,2005-07,7,39.93
100,"ROBIN HAYES",ROBIN.HAYES@sakilacustomer.org,Active,3,6.97,3,3,6.97,2,3,6.97,2005-08,3,6.97
100,"ROBIN HAYES",ROBIN.HAYES@sakilacustomer.org,Active,1,0.99,1,1,0.99,2,1,0.99,2006-02,1,0.99
101,"PEGGY MYERS",PEGGY.MYERS@sakilacustomer.org,Active,1,9.99,1,1,9.99,1,1,9.99,2005-05,1,9.99
101,"PEGGY MYERS",PEGGY.MYERS@sakilacustomer.org,Active,8,27.92,5,8,27.92,1,8,27.92,2005-07,8,27.92
101,"PEGGY MYERS",PEGGY.MYERS@sakilacustomer.org,Active,3,13.97,3,3,13.97,1,3,13.97,2005-08,3,13.97
101,"PEGGY MYERS",PEGGY.MYERS@sakilacustomer.org,Active,1,0.99,1,1,0.99,1,1,0.99,2006-02,1,0.99
101,"PEGGY MYERS",PEGGY.MYERS@sakilacustomer.org,Active,4,25.96,4,4,25.96,2,4,25.96,2005-07,4,25.96
101,"PEGGY MYERS",PEGGY.MYERS@sakilacustomer.org,Active,7,17.93,5,7,17.93,2,7,17.93,2005-08,7,17.93
102,"CRYSTAL FORD",CRYSTAL.FORD@sakilacustomer.org,Active,2,5.98,2,2,5.98,1,2,5.98,2005-05,2,5.98
102,"CRYSTAL FORD",CRYSTAL.FORD@sakilacustomer.org,Active,2,11.98,2,2,11.98,1,2,11.98,2005-06,2,11.98
102,"CRYSTAL FORD",CRYSTAL.FORD@sakilacustomer.org,Active,9,35.91,7,9,35.91,1,9,35.91,2005-07,9,35.91
102,"CRYSTAL FORD",CRYSTAL.FORD@sakilacustomer.org,Active,3,18.97,3,3,18.97,1,3,18.97,2005-08,3,18.97
102,"CRYSTAL FORD",CRYSTAL.FORD@sakilacustomer.org,Active,1,1.99,1,1,1.99,2,1,1.99,2005-05,1,1.99
102,"CRYSTAL FORD",CRYSTAL.FORD@sakilacustomer.org,Active,12,48.88,9,12,48.88,2,12,48.88,2005-07,12,48.88
102,"CRYSTAL FORD",CRYSTAL.FORD@sakilacustomer.org,Active,4,13.96,4,4,13.96,2,4,13.96,2005-08,4,13.96
103,"GLADYS HAMILTON",GLADYS.HAMILTON@sakilacustomer.org,Active,1,7.99,1,1,7.99,1,1,7.99,2005-05,1,7.99
103,"GLADYS HAMILTON",GLADYS.HAMILTON@sakilacustomer.org,Active,4,7.96,4,4,7.96,1,4,7.96,2005-06,4,7.96
103,"GLADYS HAMILTON",GLADYS.HAMILTON@sakilacustomer.org,Active,8,32.92,6,8,32.92,1,8,32.92,2005-07,8,32.92
103,"GLADYS HAMILTON",GLADYS.HAMILTON@sakilacustomer.org,Active,4,27.96,2,4,27.96,1,4,27.96,2005-08,4,27.96
103,"GLADYS HAMILTON",GLADYS.HAMILTON@sakilacustomer.org,Active,1,9.99,1,1,9.99,2,1,9.99,2005-05,1,9.99
103,"GLADYS HAMILTON",GLADYS.HAMILTON@sakilacustomer.org,Active,7,35.93,5,7,35.93,2,7,35.93,2005-07,7,35.93
103,"GLADYS HAMILTON",GLADYS.HAMILTON@sakilacustomer.org,Active,6,23.94,4,6,23.94,2,6,23.94,2005-08,6,23.94
104,"RITA GRAHAM",RITA.GRAHAM@sakilacustomer.org,Active,1,10.99,1,1,10.99,1,1,10.99,2005-05,1,10.99
104,"RITA GRAHAM",RITA.GRAHAM@sakilacustomer.org,Active,4,16.96,3,4,16.96,1,4,16.96,2005-07,4,16.96
104,"RITA GRAHAM",RITA.GRAHAM@sakilacustomer.org,Active,3,9.97,3,3,9.97,1,3,9.97,2005-08,3,9.97
104,"RITA GRAHAM",RITA.GRAHAM@sakilacustomer.org,Active,1,3.99,1,1,3.99,2,1,3.99,2005-05,1,3.99
104,"RITA GRAHAM",RITA.GRAHAM@sakilacustomer.org,Active,4,8.96,4,4,8.96,2,4,8.96,2005-06,4,8.96
104,"RITA GRAHAM",RITA.GRAHAM@sakilacustomer.org,Active,6,27.94,4,6,27.94,2,6,27.94,2005-07,6,27.94
104,"RITA GRAHAM",RITA.GRAHAM@sakilacustomer.org,Active,5,13.95,3,5,13.95,2,5,13.95,2005-08,5,13.95
105,"DAWN SULLIVAN",DAWN.SULLIVAN@sakilacustomer.org,Active,1,6.99,1,1,6.99,1,1,6.99,2005-05,1,6.99
105,"DAWN SULLIVAN",DAWN.SULLIVAN@sakilacustomer.org,Active,3,11.97,3,3,11.97,1,3,11.97,2005-06,3,11.97
105,"DAWN SULLIVAN",DAWN.SULLIVAN@sakilacustomer.org,Active,4,22.96,3,4,22.96,1,4,22.96,2005-07,4,22.96
105,"DAWN SULLIVAN",DAWN.SULLIVAN@sakilacustomer.org,Active,3,12.97,3,3,12.97,1,3,12.97,2005-08,3,12.97
105,"DAWN SULLIVAN",DAWN.SULLIVAN@sakilacustomer.org,Active,3,19.97,1,3,19.97,2,3,19.97,2005-05,3,19.97
105,"DAWN SULLIVAN",DAWN.SULLIVAN@sakilacustomer.org,Active,6,25.94,4,6,25.94,2,6,25.94,2005-07,6,25.94
105,"DAWN SULLIVAN",DAWN.SULLIVAN@sakilacustomer.org,Active,6,19.94,4,6,19.94,2,6,19.94,2005-08,6,19.94
106,"CONNIE WALLACE",CONNIE.WALLACE@sakilacustomer.org,Active,1,0.99,1,1,0.99,1,1,0.99,2005-05,1,0.99
106,"CONNIE WALLACE",CONNIE.WALLACE@sakilacustomer.org,Active,1,4.99,1,1,4.99,1,1,4.99,2005-06,1,4.99
106,"CONNIE WALLACE",CONNIE.WALLACE@sakilacustomer.org,Active,4,17.96,4,4,17.96,1,4,17.96,2005-07,4,17.96
106,"CONNIE WALLACE",CONNIE.WALLACE@sakilacustomer.org,Active,4,13.96,4,4,13.96,1,4,13.96,2005-08,4,13.96
106,"CONNIE WALLACE",CONNIE.WALLACE@sakilacustomer.org,Active,1,3.99,1,1,3.99,2,1,3.99,2005-05,1,3.99
106,"CONNIE WALLACE",CONNIE.WALLACE@sakilacustomer.org,Active,1,4.99,1,1,4.99,2,1,4.99,2005-06,1,4.99
106,"CONNIE WALLACE",CONNIE.WALLACE@sakilacustomer.org,Active,6,23.94,4,6,23.94,2,6,23.94,2005-07,6,23.94
106,"CONNIE WALLACE",CONNIE.WALLACE@sakilacustomer.org,Active,5,29.95,3,5,29.95,2,5,29.95,2005-08,5,29.95
107,"FLORENCE WOODS",FLORENCE.WOODS@sakilacustomer.org,Active,4,16.96,2,4,16.96,1,4,16.96,2005-06,4,16.96
107,"FLORENCE WOODS",FLORENCE.WOODS@sakilacustomer.org,Active,7,34.93,6,7,34.93,1,7,34.93,2005-07,7,34.93
107,"FLORENCE WOODS",FLORENCE.WOODS@sakilacustomer.org,Active,4,20.96,4,4,20.96,1,4,20.96,2005-08,4,20.96
107,"FLORENCE WOODS",FLORENCE.WOODS@sakilacustomer.org,Active,2,11.98,2,2,11.98,2,2,11.98,2005-05,2,11.98
107,"FLORENCE WOODS",FLORENCE.WOODS@sakilacustomer.org,Active,3,7.97,2,3,7.97,2,3,7.97,2005-06,3,7.97
107,"FLORENCE WOODS",FLORENCE.WOODS@sakilacustomer.org,Active,7,26.93,6,7,26.93,2,7,26.93,2005-07,7,26.93
107,"FLORENCE WOODS",FLORENCE.WOODS@sakilacustomer.org,Active,1,4.99,1,1,4.99,2,1,4.99,2005-08,1,4.99
107,"FLORENCE WOODS",FLORENCE.WOODS@sakilacustomer.org,Active,2,1.98,1,2,1.98,2,2,1.98,2006-02,2,1.98
108,"TRACY COLE",TRACY.COLE@sakilacustomer.org,Active,1,0.99,1,1,0.99,1,1,0.99,2005-05,1,0.99
108,"TRACY COLE",TRACY.COLE@sakilacustomer.org,Active,2,13.98,2,2,13.98,1,2,13.98,2005-06,2,13.98
108,"TRACY COLE",TRACY.COLE@sakilacustomer.org,Active,3,9.97,2,3,9.97,1,3,9.97,2005-07,3,9.97
108,"TRACY COLE",TRACY.COLE@sakilacustomer.org,Active,3,15.97,3,3,15.97,1,3,15.97,2005-08,3,15.97
108,"TRACY COLE",TRACY.COLE@sakilacustomer.org,Active,1,4.99,1,1,4.99,2,1,4.99,2005-05,1,4.99
108,"TRACY COLE",TRACY.COLE@sakilacustomer.org,Active,3,10.97,3,3,10.97,2,3,10.97,2005-06,3,10.97
108,"TRACY COLE",TRACY.COLE@sakilacustomer.org,Active,10,41.90,7,10,41.90,2,10,41.90,2005-07,10,41.90
108,"TRACY COLE",TRACY.COLE@sakilacustomer.org,Active,6,28.94,6,6,28.94,2,6,28.94,2005-08,6,28.94
108,"TRACY COLE",TRACY.COLE@sakilacustomer.org,Active,1,4.99,1,1,4.99,2,1,4.99,2006-02,1,4.99
109,"EDNA WEST",EDNA.WEST@sakilacustomer.org,Active,3,11.97,2,3,11.97,1,3,11.97,2005-05,3,11.97
109,"EDNA WEST",EDNA.WEST@sakilacustomer.org,Active,1,5.99,1,1,5.99,1,1,5.99,2005-06,1,5.99
109,"EDNA WEST",EDNA.WEST@sakilacustomer.org,Active,3,9.97,2,3,9.97,1,3,9.97,2005-07,3,9.97
109,"EDNA WEST",EDNA.WEST@sakilacustomer.org,Active,3,18.97,3,3,18.97,1,3,18.97,2005-08,3,18.97
109,"EDNA WEST",EDNA.WEST@sakilacustomer.org,Active,4,15.96,4,4,15.96,2,4,15.96,2005-05,4,15.96
109,"EDNA WEST",EDNA.WEST@sakilacustomer.org,Active,4,19.96,4,4,19.96,2,4,19.96,2005-06,4,19.96
109,"EDNA WEST",EDNA.WEST@sakilacustomer.org,Active,5,16.95,5,5,16.95,2,5,16.95,2005-07,5,16.95
109,"EDNA WEST",EDNA.WEST@sakilacustomer.org,Active,3,7.97,3,3,7.97,2,3,7.97,2005-08,3,7.97
110,"TIFFANY JORDAN",TIFFANY.JORDAN@sakilacustomer.org,Active,2,9.98,1,2,9.98,1,2,9.98,2005-05,2,9.98
110,"TIFFANY JORDAN",TIFFANY.JORDAN@sakilacustomer.org,Active,3,6.97,2,3,6.97,1,3,6.97,2005-07,3,6.97
110,"TIFFANY JORDAN",TIFFANY.JORDAN@sakilacustomer.org,Active,3,9.97,3,3,9.97,1,3,9.97,2005-08,3,9.97
110,"TIFFANY JORDAN",TIFFANY.JORDAN@sakilacustomer.org,Active,1,8.99,1,1,8.99,2,1,8.99,2005-06,1,8.99
110,"TIFFANY JORDAN",TIFFANY.JORDAN@sakilacustomer.org,Active,4,15.96,4,4,15.96,2,4,15.96,2005-07,4,15.96
110,"TIFFANY JORDAN",TIFFANY.JORDAN@sakilacustomer.org,Active,1,7.99,1,1,7.99,2,1,7.99,2005-08,1,7.99
111,"CARMEN OWENS",CARMEN.OWENS@sakilacustomer.org,Active,1,2.99,1,1,2.99,1,1,2.99,2005-05,1,2.99
111,"CARMEN OWENS",CARMEN.OWENS@sakilacustomer.org,Active,4,17.96,4,4,17.96,1,4,17.96,2005-06,4,17.96
111,"CARMEN OWENS",CARMEN.OWENS@sakilacustomer.org,Active,5,12.95,5,5,12.95,1,5,12.95,2005-07,5,12.95
111,"CARMEN OWENS",CARMEN.OWENS@sakilacustomer.org,Active,3,14.97,2,3,14.97,1,3,14.97,2005-08,3,14.97
111,"CARMEN OWENS",CARMEN.OWENS@sakilacustomer.org,Active,2,4.98,2,2,4.98,2,2,4.98,2005-06,2,4.98
111,"CARMEN OWENS",CARMEN.OWENS@sakilacustomer.org,Active,4,16.96,4,4,16.96,2,4,16.96,2005-07,4,16.96
111,"CARMEN OWENS",CARMEN.OWENS@sakilacustomer.org,Active,6,23.94,6,6,23.94,2,6,23.94,2005-08,6,23.94
111,"CARMEN OWENS",CARMEN.OWENS@sakilacustomer.org,Active,1,2.99,1,1,2.99,2,1,2.99,2006-02,1,2.99
112,"ROSA REYNOLDS",ROSA.REYNOLDS@sakilacustomer.org,Active,1,2.99,1,1,2.99,1,1,2.99,2005-05,1,2.99
112,"ROSA REYNOLDS",ROSA.REYNOLDS@sakilacustomer.org,Active,2,9.98,2,2,9.98,1,2,9.98,2005-06,2,9.98
112,"ROSA REYNOLDS",ROSA.REYNOLDS@sakilacustomer.org,Active,5,22.95,3,5,22.95,1,5,22.95,2005-07,5,22.95
112,"ROSA REYNOLDS",ROSA.REYNOLDS@sakilacustomer.org,Active,8,43.92,4,8,43.92,1,8,43.92,2005-08,8,43.92
112,"ROSA REYNOLDS",ROSA.REYNOLDS@sakilacustomer.org,Active,1,0.99,1,1,0.99,2,1,0.99,2005-05,1,0.99
